kommunenummer;gaardsnummer;bruksnummer;festenummer;bruksnavn;gjeldende_jordbruksareal;gjeldende_produktiv_skog;gjeldende_annet_areal;gjeldende_fulldyrket;gjeldende_overflatedyrket;gjeldende_innmarksbeite;lbe_id
"4207";18;4;0;"SOLBORG";2.8;0.0;0.0;0.0;2.8;0.0;"28527"
"4207";19;46;0;"STØA";0.0;22.2;75.7;0.0;0.0;0.0;"145803"
"4207";21;1;0;"LINDEHAUG";10.2;0.0;148.1;2.0;0.0;8.2;"28531"
"5006";29;1;0;"SPARBU PRESTEGÅR";0.0;6.2;1.9;0.0;0.0;0.0;"177699"
"4207";21;4;0;"URSTAD NEDRE";7.2;0.0;0.0;3.8;0.0;3.4;"28531"
"4207";18;13;0;"VIMMERVÅG";0.0;0.0;1.3;0.0;0.0;0.0;"28526"
"5006";28;3;0;"BAKLIA";0.1;0.0;0.8;0.1;0.0;0.0;"136203"
"3448";92;13;0;"TANGVOLLS SKOG";0.0;3.1;222.2;0.0;0.0;0.0;"144572"
"4207";18;3;0;"VIMMERVÅG";3.2;0.0;0.0;2.1;0.0;1.1;"201881"
"4207";19;47;0;"JOMFRUDALEN";0.0;39.2;17.7;0.0;0.0;0.0;"145803"
"4207";194;50;0;"KONGEVOLD";1.3;0.0;0.1;1.3;0.0;0.0;"28691"
"4207";194;64;0;;0.0;0.4;1.2;0.0;0.0;0.0;"144409"
"4207";21;6;0;"URSTAD NEDRE";2.4;0.0;0.0;1.2;0.0;1.2;"201883"
"1860";11;4;0;"REINE NORDRE";0.0;0.0;0.0;0.0;0.0;0.0;"216795"
"4223";92;1;0;"KILEDALEN SØNDRE";17.8;1723.2;1126.6;16.1;0.7;1.0;"209932"
"3448";92;20;0;"BEKKELY";1.3;0.0;0.7;0.0;0.0;1.3;"15219"
"4207";194;40;0;"KONGEVOLD";14.9;0.0;2.3;14.9;0.0;0.0;"139743"
"5058";25;9;0;"HAREVASLIEN ØSTRE";17.9;238.6;564.0;17.9;0.0;0.0;"85109"
"5058";25;5;0;"FORFOT ØVRE";105.3;0.0;3144.5;95.0;0.0;10.3;"183459"
"4207";195;10;0;"NEDLAND";36.9;379.4;945.6;32.4;0.0;4.5;"28711"
"5058";24;2;0;"STORFJELDET";479.0;5052.2;26152.5;478.3;0.0;0.7;"138450"
"5058";23;1;0;"BÅRLIEN";46.1;834.2;3207.9;45.3;0.0;0.8;"85109"
"4223";92;4;0;"ELSNESET";0.0;31.2;1.0;0.0;0.0;0.0;"93206"
"5006";29;4;0;"TUF";131.4;97.8;8.0;128.6;0.0;2.8;"207550"
"5058";22;1;0;"SKANSEN";85.6;2327.9;12094.8;84.7;0.0;0.9;"183456"
"5058";26;1;0;"ÅRBO VESTRE";82.2;577.9;396.6;69.9;0.0;12.3;"183465"
"5058";25;16;0;"FLORVOLL";24.3;318.3;183.8;0.0;0.0;24.3;"183459"
"5006";29;5;0;"KAABERGAUNET VES";6.0;2.2;4.1;4.0;0.0;2.0;"110614"
"5058";26;2;0;"ÅRBO ØSTRE";91.7;641.3;623.3;91.7;0.0;0.0;"183466"
"5058";26;4;0;"GRØNBAKKEN";71.7;239.5;231.5;65.9;0.0;5.8;"183467"
"4223";92;5;0;"KILEDALEN";17.3;537.4;529.3;17.3;0.0;0.0;"28908"
"3449";11;155;0;;0.0;35.5;32.2;0.0;0.0;0.0;"13138"
"5058";26;3;0;"MOEN";21.0;129.5;62.1;19.8;0.0;1.2;"49189"
"5006";29;8;0;"VOLD";4.4;0.0;3.4;4.4;0.0;0.0;"51735"
"3449";11;156;0;;68.0;9.0;8.6;18.8;0.0;49.2;"12893"
"5006";29;6;0;"AUNET";11.3;4.2;0.2;11.3;0.0;0.0;"177667"
"4223";93;16;0;"KILE";21.9;288.0;21.3;21.9;0.0;0.0;"28913"
"4223";93;20;0;"FETA OG STEENE";0.0;3.1;2.7;0.0;0.0;0.0;"28915"
"3449";11;157;0;;10.3;2.0;33.1;0.0;0.0;10.3;"16353"
"5006";29;7;0;"MÆRESMYREN";253.9;22.1;28.3;253.9;0.0;0.0;"119377"
"3446";197;1;0;"RUA";131.5;777.5;99.9;131.5;0.0;0.0;"145779"
"4223";93;21;0;"SNEDKERPLADSEN";0.0;234.2;7.4;0.0;0.0;0.0;"28915"
"3226";77;6;0;"VOLD";0.0;59.2;0.0;0.0;0.0;0.0;"124770"
"4223";93;32;0;"SOLHEIM";0.9;3.2;0.0;0.0;0.0;0.9;"141613"
"4223";93;17;0;"KILE";12.0;872.4;100.8;11.9;0.0;0.1;"28914"
"4223";93;24;0;"HAUGEN";32.7;425.3;285.6;17.9;0.0;14.8;"107375"
"4223";93;22;0;"BAKKEN";4.8;0.4;2.9;4.0;0.0;0.8;"224922"
"5058";28;2;0;"MO";2.0;301.8;352.6;2.0;0.0;0.0;"183398"
"5006";29;9;0;"TUVSET";22.2;0.0;2.7;22.0;0.0;0.2;"51736"
"4223";93;8;0;"KILEAASENE";6.0;765.5;184.4;0.0;0.0;6.0;"118488"
"5058";27;10;0;"GRANBAKKEN II";0.0;0.2;0.0;0.0;0.0;0.0;"183396"
"3234";17;6;0;"FRYDENLUND";1.4;0.1;2.5;1.4;0.0;0.0;"238305"
"5058";28;1;0;"MO";63.8;692.5;286.5;61.5;0.0;2.3;"183397"
"5006";29;10;0;"JERNBANEGRUNDEN";0.0;13.7;24.0;0.0;0.0;0.0;"182898"
"4223";93;56;0;"NORDRE GOAASEN";0.0;8.1;0.0;0.0;0.0;0.0;"107375"
"4223";93;37;0;"FRØISNESET";0.0;9.3;2.2;0.0;0.0;0.0;"81693"
"4223";93;1;0;"KILE";6.1;442.8;346.4;6.0;0.0;0.1;"28909"
"4223";93;39;0;"RISFEDLIEN";0.0;99.7;14.8;0.0;0.0;0.0;"107375"
"4223";93;41;0;"OLAVOLDEN";0.0;0.0;2.9;0.0;0.0;0.0;"107375"
"4223";93;63;0;"BORNESHEIEN";0.0;82.2;1.2;0.0;0.0;0.0;"132654"
"5058";28;7;0;"AUNAN";123.1;433.0;370.0;123.0;0.0;0.1;"183400"
"3446";197;2;0;"FURUNES";30.2;190.1;8.0;23.5;0.0;6.7;"14560"
"3446";198;1;0;"JØVIK";116.4;421.3;41.3;112.2;0.0;4.2;"145780"
"4206";36;62;0;"BORHAUG";6.9;0.2;0.9;6.5;0.0;0.4;"100412"
"5058";29;2;0;"HÅRSTAD NORDRE";88.0;950.7;737.9;88.0;0.0;0.0;"183402"
"4206";36;94;0;"VESTMARK";0.9;0.0;15.1;0.0;0.0;0.9;"28300"
"4223";93;78;0;"TREKANTEN";0.0;0.0;0.0;0.0;0.0;0.0;"182930"
"4223";93;68;0;"BJØRKÅSEN";0.0;102.3;15.8;0.0;0.0;0.0;"109209"
"5058";28;10;0;"FJELLMYR";38.2;0.5;6.6;38.2;0.0;0.0;"85113"
"4206";36;75;0;"LEGA";3.1;0.0;0.3;3.0;0.1;0.0;"148031"
"4206";160;5;0;"MYRVOLD";6.4;125.9;61.8;2.6;0.0;3.8;"28435"
"3448";92;6;0;"BJØRKELI";32.8;35.7;2.1;22.6;0.0;10.2;"85380"
"4206";160;26;0;;4.2;104.9;5.5;4.2;0.0;0.0;"136750"
"3446";198;3;0;"TØNNERUD";76.9;232.8;14.5;76.9;0.0;0.0;"121559"
"4206";166;1;0;"DRANGSHEIM";0.0;45.0;392.1;0.0;0.0;0.0;"201855"
"4206";160;10;0;"SÆVELAND STORE";0.0;1.4;1.7;0.0;0.0;0.0;"103666"
"5022";160;12;0;"SKAMFJELL";0.0;39.2;142.6;0.0;0.0;0.0;"85002"
"5058";29;1;0;"HÅRSTAD";91.5;821.4;414.1;81.8;0.0;9.7;"183401"
"5058";61;17;0;"EIDSHAGEN ØVRE";4.0;9.0;0.5;4.0;0.0;0.0;"86887"
"4206";36;88;0;"SØRVOLL";2.9;0.0;0.1;2.8;0.0;0.1;"235203"
"4206";163;1;0;"RØINASEN";5.2;257.9;372.2;1.2;4.0;0.0;"28436"
"4206";167;1;0;"SVINDAL";0.0;440.1;239.8;0.0;0.0;0.0;"94170"
"5058";29;4;0;"HÅRSTAD";97.4;525.0;401.4;97.4;0.0;0.0;"183404"
"5058";61;11;0;"SOLSTAD";20.1;70.7;48.1;18.3;0.0;1.8;"195938"
"5058";61;18;0;"STRØMSLA";4.4;9.7;14.9;2.2;0.0;2.2;"49235"
"3446";199;9;0;"VANG";20.5;3.8;3.2;20.5;0.0;0.0;"14562"
"4223";102;31;0;"HUSEMOEN II";0.0;9.0;3.7;0.0;0.0;0.0;"238370"
"3446";199;2;0;"VIKER";35.1;12.9;7.9;35.1;0.0;0.0;"209917"
"3446";199;1;0;"SKAARUD";160.6;280.6;18.5;148.0;0.0;12.6;"121560"
"3446";199;6;0;"BRAATEN";6.0;2.0;1.7;5.7;0.0;0.3;"14561"
"5058";61;37;0;"STORMYRA";0.6;7.9;1.7;0.6;0.0;0.0;"49235"
"3446";199;17;0;"POMPEHUSTOMTA";0.0;0.2;0.0;0.0;0.0;0.0;"121560"
"5058";62;1;0;"GRIMSTAD";6.6;4.9;99.4;4.9;0.0;1.7;"183284"
"5058";62;2;0;"GRIMSTAD";140.5;0.0;0.0;108.7;0.8;31.0;"138451"
"5058";62;7;0;"FJELDHEIM";5.5;0.0;3.8;4.5;0.0;1.0;"110372"
"4206";167;3;0;"SVINDAL";0.1;277.6;73.9;0.0;0.0;0.1;"234475"
"5021";315;2;0;"DÅNNÅLIA";140.6;153.5;61.7;72.2;0.0;68.4;"49517"
"4206";168;7;0;"TOSAAS";2.0;2.9;0.3;1.3;0.0;0.7;"28438"
"5021";312;1;0;"STAVÅLØKKJA";52.5;122.5;62.7;14.2;2.7;35.6;"130642"
"4206";168;1;0;"TOSAAS";17.8;330.2;184.0;6.9;0.7;10.2;"28438"
"5021";315;3;0;"DÅNNÅLIPLASSEN";31.2;25.7;7.1;26.8;0.0;4.4;"146331"
"5021";316;1;0;"FAGERHAUGLØKKJA";150.4;59.2;513.8;85.9;0.0;64.5;"91268"
"3446";207;1;0;"SØRUM";147.7;199.2;20.3;147.7;0.0;0.0;"145781"
"4206";168;10;0;"TOSÅS";20.1;55.1;68.9;11.7;3.8;4.6;"72091"
"4206";167;4;0;"SVINDAL";13.0;177.7;341.8;6.2;0.4;6.4;"109424"
"4206";168;5;0;"TOSÅS";6.3;63.0;27.2;1.2;0.0;5.1;"28439"
"4206";168;6;0;"TOSAAS";2.4;89.6;23.5;2.4;0.0;0.0;"28438"
"5021";316;13;0;"KVAM";87.7;154.8;48.8;50.1;0.0;37.6;"49517"
"5006";29;20;0;"DAMAN";6.2;2.1;1.9;6.2;0.0;0.0;"51737"
"5006";29;15;0;"TUVHEIM";25.1;8.4;2.4;23.4;0.0;1.7;"71774"
"4206";168;11;0;"TOSÅS";10.0;197.2;75.9;3.0;1.7;5.3;"28438"
"4206";168;9;0;"TOSÅS";1.7;0.5;0.1;0.0;0.0;1.7;"28439"
"5021";316;7;0;"FAGERHAUGEN";158.3;429.3;343.2;94.9;0.0;63.4;"49516"
"5006";29;27;0;"DYBVAD NORDRE";26.9;9.2;4.4;13.5;0.0;13.4;"177665"
"4206";168;13;0;"TOSÅS";12.1;80.4;31.4;4.2;4.7;3.2;"94280"
"5006";29;26;0;"GRØNENG";64.2;0.4;4.7;64.2;0.0;0.0;"51737"
"3446";207;2;0;"HAGEN";18.9;2.7;13.2;18.9;0.0;0.0;"14563"
"5021";317;15;0;"JÆRETEIGENE";0.2;151.7;19.5;0.0;0.0;0.2;"49575"
"3446";207;3;0;"STRANDE SØNDRE";9.9;21.4;5.8;9.9;0.0;0.0;"125673"
"3446";207;6;0;"HAGEN";11.8;5.4;4.2;11.8;0.0;0.0;"14565"
"5520";33;8;1;"SØRDALEN SKYTTERBANE";6.8;1.5;1.2;6.8;0.0;0.0;"64924"
"5029";139;2;0;"ROSMO";75.9;186.7;25.1;56.9;0.0;19.0;"149410"
"5029";141;1;0;"ELI";164.8;980.9;179.8;164.8;0.0;0.0;"148798"
"4206";170;1;0;"LITLAND";54.9;535.8;676.2;17.5;4.1;33.3;"28440"
"3446";207;5;0;"VIKEN";22.2;14.8;5.3;22.2;0.0;0.0;"14564"
"3446";207;9;0;"VESTLI";13.0;4.0;2.1;13.0;0.0;0.0;"14566"
"5029";141;3;0;"HAMMERSENGET";4.6;0.0;3.1;4.6;0.0;0.0;"51299"
"5021";317;8;0;"SÆTERENGET";84.8;6.9;0.1;6.6;0.0;78.2;"148187"
"5021";317;11;0;"KJERSTADHAUG";8.7;1.1;1.0;8.7;0.0;0.0;"49571"
"5029";141;2;0;"ÆLILØKKEN";7.6;23.2;6.5;7.6;0.0;0.0;"51298"
"5021";318;3;0;"SNORROEGGA";199.2;448.6;206.8;62.8;0.0;136.4;"49522"
"4206";170;4;0;"NYGAARD";18.8;133.5;279.5;7.1;5.7;6.0;"126492"
"3446";209;3;0;"BJELLA ØSTRE";17.7;26.8;4.1;17.7;0.0;0.0;"145786"
"4206";172;2;0;"DRANGE";28.0;439.5;594.6;22.1;0.0;5.9;"156387"
"5029";139;1;0;"ROSMO";109.7;300.9;72.7;90.8;2.2;16.7;"149409"
"3446";208;1;0;"DILE";199.9;287.2;9.2;199.9;0.0;0.0;"145784"
"5021";318;1;0;"SNORROEGGA";113.8;229.6;94.1;39.0;0.0;74.8;"47709"
"5021";318;2;0;"VESLLØKKJA";38.9;9.3;8.7;35.3;0.0;3.6;"148187"
"4206";172;9;0;"DRANGE";69.4;396.3;306.7;35.1;0.0;34.3;"198701"
"5021";318;13;0;"NYBAKKEN";28.5;85.2;69.3;19.6;0.0;8.9;"49574"
"4206";172;3;0;"DRANGE";6.7;70.9;48.3;6.7;0.0;0.0;"28441"
"4206";172;4;0;"FRYDENLUND";8.5;78.7;111.0;8.4;0.0;0.1;"201855"
"5021";318;10;0;"SOLHEIM";141.5;214.4;94.2;16.1;0.0;125.4;"49429"
"5021";318;12;0;"LILLEGÅRD";13.9;1.1;6.5;9.9;0.0;4.0;"47712"
"4206";172;11;0;"DRANGE";40.2;171.8;200.4;27.2;0.0;13.0;"227110"
"3436";206;11;0;"AASETT";0.0;0.0;77.1;0.0;0.0;0.0;"12466"
"5021";318;6;0;"LETOM";32.3;33.1;4.8;14.6;0.0;17.7;"47710"
"5021";318;9;0;"PORKLØKKA";45.3;394.0;351.3;28.4;0.0;16.9;"47711"
"5021";319;1;0;"MYREN";39.2;125.0;18.4;39.2;0.0;0.0;"116063"
"4206";172;8;0;"GRØNSKARSTYKKET";11.3;108.2;130.0;10.0;1.3;0.0;"91030"
"4223";93;36;0;"HOLTENE";3.5;275.4;309.6;3.5;0.0;0.0;"28910"
"5021";320;1;0;"NERMYREN";99.5;12.1;1.2;44.2;0.0;55.3;"133908"
"3446";209;7;0;"BJELLASTUEN III";0.4;0.1;1.9;0.4;0.0;0.0;"14567"
"5021";322;1;0;"PØITEN";48.2;312.5;245.4;15.7;0.0;32.5;"47816"
"1101";54;22;0;;0.0;6.2;60.8;0.0;0.0;0.0;"194453"
"5029";141;6;0;"LIAHAUGEN";8.9;23.2;1.6;8.6;0.3;0.0;"51300"
"3446";209;4;0;"BJELLASTUEN";9.5;2.1;5.5;9.5;0.0;0.0;"14567"
"5054";132;48;0;"MYRHOLT";3.7;0.0;0.5;3.7;0.0;0.0;"235404"
"4206";45;23;0;"HEIMDAL";22.0;0.0;8.4;0.0;12.9;9.1;"28321"
"4206";46;2;0;"HÅLE";13.5;20.2;108.3;0.0;6.6;6.9;"201897"
"3452";94;1;573;;7.2;0.0;2.2;7.0;0.0;0.2;"16024"
"5021";322;2;0;"LILLESÆTEREN";17.2;199.2;387.1;15.9;0.0;1.3;"47817"
"3452";94;1;577;;22.6;0.0;2.1;22.6;0.0;0.0;"16025"
"3452";94;1;574;;6.2;0.0;6.0;0.0;0.0;6.2;"72051"
"4206";46;1;0;"HÅLE";21.4;0.8;138.9;0.9;7.0;13.5;"100252"
"3446";211;1;0;"BERGSRUD";140.3;94.9;13.3;94.4;0.0;45.9;"121561"
"4223";93;33;0;"STENKLEV";0.0;44.3;0.4;0.0;0.0;0.0;"81693"
"3446";212;1;0;"HOLE";163.9;18.8;13.8;160.6;1.7;1.6;"82923"
"3452";94;1;611;;28.9;0.0;4.3;7.6;17.3;4.0;"16033"
"5021";321;2;0;"HOLDEN";394.7;858.1;558.0;213.5;0.0;181.2;"49525"
"3452";94;1;864;;32.0;0.0;5.4;32.0;0.0;0.0;"72050"
"4206";46;3;0;"HÅLE";11.4;0.0;14.6;0.0;2.8;8.6;"28322"
"3446";211;4;0;"MYRBRAATEN";10.7;1.1;3.9;10.6;0.0;0.1;"104432"
"3452";94;1;996;"FESTE NR 996";5.3;0.0;0.9;0.0;0.0;5.3;"16032"
"5021";322;4;0;"BYNALI";36.3;8.6;4.8;15.2;0.0;21.1;"133908"
"4206";48;1;0;"RUDJORD";55.5;75.5;473.3;9.7;3.0;42.8;"28324"
"3447";29;3;0;"TOLLEFSRUD";5.7;7.9;19.6;5.7;0.0;0.0;"80419"
"4206";47;1;0;"Senegre";67.3;105.4;247.5;39.1;2.1;26.1;"72775"
"4206";48;3;0;"RUDJORD";23.2;121.0;121.7;7.6;2.3;13.3;"126268"
"3426";17;201;0;"EIDSMOEN II";0.0;10.2;1.4;0.0;0.0;0.0;"11068"
"5022";116;4;0;"GJEITBAKKEN";0.0;19.5;2.2;0.0;0.0;0.0;"207176"
"4206";48;2;0;"RUDJORD";1.9;28.5;160.1;0.8;0.8;0.3;"28325"
"4206";48;5;0;"RUDJORD";0.0;134.1;104.4;0.0;0.0;0.0;"28324"
"3452";94;1;877;;5.9;0.0;1.8;0.0;4.6;1.3;"91417"
"3435";187;9;0;"LOKKARHAUGEN";0.0;1.2;4.2;0.0;0.0;0.0;"12374"
"5022";119;5;0;"GUNNÆS";85.1;309.8;175.1;85.1;0.0;0.0;"94996"
"3447";29;5;0;"TORGERHAGEN";11.9;75.9;2.8;11.9;0.0;0.0;"106977"
"5022";117;7;0;"BERGET";7.4;36.0;0.4;0.0;7.4;0.0;"47822"
"3446";213;1;0;"SKUTE";47.0;57.8;5.2;46.6;0.0;0.4;"145788"
"3447";29;4;0;"TOLLEFSRUD ØVRE";18.5;1.3;4.5;18.5;0.0;0.0;"107151"
"4206";49;4;0;"UDAL";0.0;0.0;0.0;0.0;0.0;0.0;"103583"
"5061";62;14;0;"GRØNKJØLEN";0.0;0.0;290.7;0.0;0.0;0.0;"221051"
"3447";29;6;0;"SKOGHEIM";38.5;48.9;6.6;38.5;0.0;0.0;"147715"
"5022";119;10;0;"MØRKE";0.0;0.0;507.8;0.0;0.0;0.0;"182984"
"4206";51;2;0;"ELLENES";15.0;144.5;130.7;7.9;1.2;5.9;"103584"
"3447";29;9;0;"ENGEN";63.0;45.0;10.9;29.1;0.0;33.9;"14727"
"3452";94;1;1071;;0.0;10.3;42.5;0.0;0.0;0.0;"99376"
"5022";118;1;0;"GRØTTE";149.3;1712.4;187.4;135.5;0.0;13.8;"129500"
"5031";79;10;0;"GRINDÅSEN";0.4;0.1;0.0;0.0;0.0;0.4;"86614"
"5022";119;3;0;"GUNNÆS";8.2;270.2;148.9;8.2;0.0;0.0;"207178"
"3447";29;8;0;"HAGEN";0.0;51.9;0.0;0.0;0.0;0.0;"107151"
"5021";137;2;0;"TILSETDRIVA";0.0;0.8;30.6;0.0;0.0;0.0;"223016"
"5022";119;9;0;"KALVHAGEN";0.0;13.6;3.4;0.0;0.0;0.0;"182984"
"3447";29;20;0;"FAGERHEIM I";19.0;6.2;0.2;19.0;0.0;0.0;"107151"
"4206";51;4;0;"KVIVOLD";0.0;73.7;95.0;0.0;0.0;0.0;"109397"
"3447";29;21;0;"FAGERHEIM II";9.0;4.1;0.1;9.0;0.0;0.0;"107151"
"3447";29;22;0;"Nerby Søndre med Svartsvella og Spekebakenga";238.2;991.8;214.0;183.1;0.0;55.1;"106975"
"3226";121;24;0;"TEIGEN";0.1;0.0;3.8;0.1;0.0;0.0;"3283"
"3447";29;29;0;"FAGERHEIM 3";4.8;0.2;0.8;4.8;0.0;0.0;"107151"
"3447";29;14;0;"NERBYHAUGEN";16.4;103.9;7.8;16.4;0.0;0.0;"198448"
"5021";136;1;0;"UTHEIM";201.4;1500.6;0.0;112.8;0.0;88.6;"156082"
"4206";51;3;0;"ELLENES";5.7;72.0;80.5;5.7;0.0;0.0;"93563"
"4206";53;1;0;"VIGMOSTAD";17.2;271.8;177.3;12.8;0.0;4.4;"28328"
"3447";29;48;0;"LILLEHAGEN";0.0;1.1;0.0;0.0;0.0;0.0;"106977"
"3447";31;3;0;"GLABAKROA";25.2;16.2;3.8;25.2;0.0;0.0;"14722"
"3447";30;2;0;"SKOG";0.0;213.7;0.0;0.0;0.0;0.0;"14722"
"3447";30;3;0;"PERSTUEN";0.0;0.0;0.0;0.0;0.0;0.0;"14722"
"4206";52;3;0;"HESKESTAD";18.7;208.3;85.1;10.0;0.0;8.7;"100252"
"4206";53;2;0;"VIGMOSTAD";22.6;18.3;7.5;8.7;0.0;13.9;"28328"
"4206";53;6;0;"VIGMOSTAD";0.0;0.0;0.0;0.0;0.0;0.0;"28328"
"3449";102;5;0;"BROBRÅTEN";7.1;102.5;26.5;7.1;0.0;0.0;"15659"
"3449";102;6;0;"ASPHOLT NORDRE";12.6;128.2;37.8;12.6;0.0;0.0;"129485"
"3449";102;11;0;"NØKKELLUNGSTYKKET";0.0;123.1;5.4;0.0;0.0;0.0;"93102"
"4206";53;4;0;"VIGMOSTAD";33.6;214.3;144.2;18.1;1.4;14.1;"28329"
"4206";52;4;0;"SOLVOLD";36.2;155.4;63.1;25.7;0.0;10.5;"126269"
"3222";97;5;0;"HØGDA";0.0;21.5;0.0;0.0;0.0;0.0;"3120"
"3449";103;3;0;"STORRUSTMOEN";17.2;203.7;23.7;14.5;2.7;0.0;"13005"
"4206";54;1;0;"GJELDAL";11.2;81.8;15.6;8.8;0.0;2.4;"126270"
"1832";116;7;0;"BYGDÅSMO";132.6;671.5;115.9;118.1;3.6;10.9;"78383"
"5031";80;2;0;"JØSÅS STORE";128.2;171.9;27.8;12.5;32.1;83.6;"157873"
"5031";80;1;0;"JØSÅS ØSTRE";83.6;183.4;49.4;31.9;12.5;39.2;"86614"
"3449";103;4;0;"SKOVLY";9.1;13.6;6.3;9.1;0.0;0.0;"93102"
"3449";102;8;0;"PUTTEMYR";0.0;112.5;50.5;0.0;0.0;0.0;"15660"
"4207";22;5;0;"URSTAD ØVRE";4.0;134.3;105.2;0.0;0.0;4.0;"28533"
"4207";22;9;0;"URSTAD ØVRE";0.0;0.4;0.6;0.0;0.0;0.0;"227788"
"4207";23;2;0;"HÆSTAD";5.8;47.7;88.3;0.6;3.0;2.2;"28535"
"4207";22;1;0;"URSTAD ØVRE";5.8;76.1;107.2;0.0;0.0;5.8;"28532"
"3449";103;5;0;"ELVELY";13.9;1.6;5.1;12.1;0.0;1.8;"129486"
"5029";132;32;0;;0.0;0.0;0.1;0.0;0.0;0.0;"1000036"
"5031";83;1;0;"MALVIK STATSALLMENING";0.9;15551.6;6132.7;0.6;0.0;0.3;"86616"
"1832";116;9;0;"NERNESET";0.0;12.2;12.4;0.0;0.0;0.0;"71809"
"5031";81;2;0;"NYBRODAL";140.0;106.5;53.2;132.8;0.0;7.2;"157884"
"4205";51;15;0;"MOEN";0.8;0.8;2.9;0.0;0.8;0.0;"27953"
"4205";51;30;0;"FRØISLAND";1.9;45.8;5.7;0.8;0.0;1.1;"89234"
"5032";1;3;0;"DRAKSTEN";23.6;693.3;219.5;21.4;0.0;2.2;"71234"
"4205";52;14;0;"ASRENYREN";4.1;14.6;13.8;1.9;0.0;2.2;"27955"
"5032";1;4;0;"DRAGSTEN";31.2;521.6;311.6;28.0;0.0;3.2;"51461"
"1832";117;6;0;"NORDMO NEDRE";87.0;0.0;1344.0;87.0;0.0;0.0;"71813"
"1832";117;5;0;"KONGSVOLD";89.3;0.0;973.4;84.0;0.0;5.3;"71812"
"5031";81;1;0;"MEKALROMMET";20.3;38.0;6.1;11.1;0.0;9.2;"158246"
"5032";1;1;0;"DRAGSTEN";0.0;1702.5;2258.2;0.0;0.0;0.0;"71253"
"4206";54;2;0;"GJELDAL";0.0;94.7;17.5;0.0;0.0;0.0;"28327"
"4205";51;14;0;"KVISLEN";3.6;2.7;3.9;0.9;2.7;0.0;"27952"
"4205";51;62;0;"GRANLIA";6.2;2.3;1.6;6.2;0.0;0.0;"27954"
"1832";118;12;0;"HØGLI";35.3;701.9;648.9;27.7;0.0;7.6;"55666"
"1832";117;4;0;"AUSTVOLD";83.3;0.0;608.8;83.3;0.0;0.0;"71811"
"3449";103;6;0;"MYRVANG";7.4;0.9;2.8;7.4;0.0;0.0;"15660"
"1832";118;1;0;"KONGSDALEN";9.1;149.6;19917.4;0.0;0.0;9.1;"209423"
"1832";119;1;0;"BLEIKVATSFORS";0.6;168.3;10487.2;0.6;0.0;0.0;"209423"
"1832";119;4;0;"NORUM";15.9;135.3;63.2;15.9;0.0;0.0;"147266"
"3449";103;11;0;"TILLEGGSJORD";0.0;0.4;6.9;0.0;0.0;0.0;"15660"
"1832";118;14;0;"NYHEIM";33.0;29.9;294.2;30.4;0.0;2.6;"55648"
"1832";118;5;0;"LILLEMO";195.6;0.0;1779.5;195.6;0.0;0.0;"71814"
"1832";118;11;0;"NORDENG";92.1;489.3;138.0;92.1;0.0;0.0;"55648"
"1832";118;13;0;"GRANNMO";120.6;0.0;237.6;120.6;0.0;0.0;"55667"
"1832";118;16;0;"VESTLI";5.2;0.0;44.8;0.0;0.0;5.2;"147257"
"1832";119;3;0;"FARSLUND";107.6;440.9;938.6;107.6;0.0;0.0;"206450"
"5058";29;5;0;"HÅRSTADLIEN";16.5;165.8;254.3;15.4;0.0;1.1;"183405"
"3449";103;12;0;"FOSSEI";0.0;142.3;2.8;0.0;0.0;0.0;"87813"
"1832";118;22;0;"NERMO";13.0;33.8;25.8;13.0;0.0;0.0;"55669"
"1832";118;10;0;"ØVERGÅRD";31.7;289.4;359.7;29.0;0.0;2.7;"95040"
"5032";1;5;0;"MOEN";11.9;227.9;9.6;0.0;0.0;11.9;"51462"
"5032";1;6;0;"SANNAVIKEN";3.7;187.1;7.1;3.7;0.0;0.0;"51463"
"4205";53;1;0;"SKOGSFJORD";46.2;138.2;34.7;41.2;3.3;1.7;"27957"
"5032";1;7;0;"DRAKSTBAKKEN";10.6;216.5;127.7;6.2;0.0;4.4;"51464"
"4205";53;9;0;"AUSTENSPLADSEN";29.8;34.5;21.7;21.4;0.0;8.4;"91198"
"3449";104;1;0;"GOPLERUD";36.2;5217.4;7320.8;30.5;4.9;0.8;"87815"
"5020";16;7;0;"STRANDHEIM";3.5;2.9;2.8;3.5;0.0;0.0;"49399"
"4205";53;2;0;"SKOGSFJORD";24.1;17.4;4.0;18.0;0.0;6.1;"126026"
"3449";103;48;0;"VASSFARFOTEN";10.2;61.1;16.8;10.2;0.0;0.0;"13006"
"4205";53;4;0;"SKOGSFJORD ØSTRE";2.2;12.0;2.1;2.2;0.0;0.0;"27958"
"4205";53;12;0;"SKOGSFJORD ØSTRE";2.8;5.8;5.1;2.8;0.0;0.0;"227060"
"4205";54;1;0;"MONES";21.0;31.6;13.0;15.9;5.1;0.0;"126028"
"4205";54;7;0;"RUGLAND";36.9;227.3;15.4;24.3;0.0;12.6;"27966"
"3449";107;3;0;"DOKKEHAUGSKOGEN";0.0;450.2;38.2;0.0;0.0;0.0;"146664"
"4205";54;5;0;"RUGLAND";15.8;202.2;59.6;12.3;0.0;3.5;"27964"
"5020";16;4;0;"LEVRINGEN";0.0;0.0;0.0;0.0;0.0;0.0;"49397"
