kommunenummer;gaardsnummer;bruksnummer;festenummer;bruksnavn;gjeldende_jordbruksareal;gjeldende_produktiv_skog;gjeldende_annet_areal;gjeldende_fulldyrket;gjeldende_overflatedyrket;gjeldende_innmarksbeite;lbe_id
"4651";17;8;0;"RØYSTAD";8.2;89.9;15.2;8.0;0.1;0.1;"78518"
"3413";69;10;0;"MITLUND";8.6;0.0;13.2;8.6;0.0;0.0;"107667"
"3909";53;15;0;"EINARSRUD";23.2;3.9;0.4;23.2;0.0;0.0;"107575"
"4649";261;1;0;"BORTNE";13.9;31.7;161.6;13.3;0.0;0.6;"155524"
"4651";17;15;0;"FOSSHEIM";4.9;6.3;1.8;3.2;0.3;1.4;"42175"
"4651";18;11;0;"SUNDAL";0.0;10.1;0.8;0.0;0.0;0.0;"73366"
"4651";17;4;0;"FOLVEN";36.1;435.8;61.7;34.6;0.0;1.5;"73367"
"4651";17;11;0;"HEIMLY";1.7;4.2;4.0;1.7;0.0;0.0;"144249"
"4651";18;7;0;"SUNDAL";0.1;36.5;10.8;0.1;0.0;0.0;"73362"
"4651";18;9;0;"SUNDAL";4.5;36.0;102.2;0.0;0.1;4.4;"154326"
"4651";18;12;0;"SUNDAL";0.0;0.3;0.0;0.0;0.0;0.0;"73365"
"3909";53;16;0;"GAVLSTAD SØNDRE HJEMMESKOG";7.8;0.0;0.9;7.8;0.0;0.0;"24473"
"4651";18;6;0;"SUNDAL";0.0;15.6;0.0;0.0;0.0;0.0;"42169"
"4651";19;3;0;"HJELLE";0.1;14.0;0.0;0.1;0.0;0.0;"73369"
"4649";263;3;0;"BERGE NEDRE";33.7;28.9;15.3;14.9;0.0;18.8;"41674"
"4651";19;1;0;"ENEBAKKE";21.3;88.1;4.0;19.7;0.0;1.6;"42176"
"3411";511;2;0;"MESNAVANGEN SØNDRE";0.0;50.6;34.1;0.0;0.0;0.0;"163634"
"4649";262;3;0;"ØVRE BERGE";26.4;3.1;41.7;19.0;0.2;7.2;"90039"
"4651";19;2;0;"HJELLE";2.5;8.1;7.1;2.5;0.0;0.0;"42177"
"3411";511;1;0;"MESNAVANGEN NORDRE";0.0;3.4;3.2;0.0;0.0;0.0;"163633"
"4649";264;1;0;"LISTTOU";41.4;143.7;81.8;9.3;0.0;32.1;"127594"
"4650";32;19;0;"ALSTOKKETEIGEN";0.0;65.8;8.8;0.0;0.0;0.0;"40676"
"3411";513;3;0;"SYLJUBERGET NORDRE";34.4;69.4;5.8;5.6;0.0;28.8;"163635"
"3411";511;5;0;"MESNALIENS KURSTED";0.1;74.7;26.2;0.1;0.0;0.0;"163635"
"3411";513;2;0;"SYLJUBERGET MELLEM";21.4;182.1;22.0;21.4;0.0;0.0;"163637"
"3411";511;50;0;;0.4;0.0;0.1;0.0;0.0;0.4;"163638"
"3411";513;1;0;"SYLJUBERGET SØNDRE";23.9;161.2;21.0;17.8;0.0;6.1;"163636"
"4650";34;1;0;"OSMUNDSNES";25.5;489.3;79.1;6.2;0.0;19.3;"40679"
"3411";513;7;0;"SOLBAKKEN";18.8;16.9;1.9;8.3;0.0;10.5;"126127"
"4649";264;3;0;"LISTTAU";14.3;9.1;7.9;7.8;0.0;6.5;"41677"
"4650";35;1;0;"SKJERDAL";33.8;20.0;21.4;18.8;4.0;11.0;"148301"
"4650";37;2;0;"SKEISTRAND";33.3;18.2;7.1;11.8;0.0;21.5;"40661"
"4649";264;2;0;"LISTTAU";15.1;7.4;7.5;7.0;0.0;8.1;"41676"
"4650";35;3;0;"SKJÆRDAL";60.1;25.4;34.5;35.3;2.7;22.1;"73394"
"4650";36;2;0;"HYENES";37.9;581.2;77.9;20.1;0.0;17.8;"40681"
"3411";515;1;0;"MESNELIHAUGEN";27.8;355.8;1.8;3.1;0.0;24.7;"163639"
"4650";34;3;0;"OSMUNDSNES";54.1;801.1;251.3;5.9;2.4;45.8;"131700"
"3411";513;9;0;"BERGET";19.6;9.9;4.5;18.5;0.0;1.1;"163638"
"4650";38;5;0;"METTENES";38.7;824.0;5106.3;0.0;7.5;31.2;"123074"
"4650";35;2;0;"SKJERDAL";20.8;22.5;37.8;12.0;0.0;8.8;"73394"
"4650";38;9;0;"SKJENSTEINTEIGEN";0.0;0.1;0.0;0.0;0.0;0.0;"104653"
"4650";38;3;0;"ÅREVIK HAMMEREN";36.2;406.9;378.6;0.0;0.0;36.2;"40673"
"3411";513;18;0;"SYLJUBERGET NEDRE";0.0;5.8;2.8;0.0;0.0;0.0;"6117"
"1573";36;41;0;;5.2;0.0;10.3;0.0;0.0;5.2;"238506"
"4650";51;11;20;"DIMMA 20";0.0;0.0;0.0;0.0;0.0;0.0;"199357"
"3412";221;2;0;"ENGELAUGSMOEN";25.6;17.4;8.9;25.6;0.0;0.0;"163275"
"3412";222;3;0;"FJÆLGARD VESTRE";12.4;0.0;3.5;12.4;0.0;0.0;"140873"
"3412";220;5;0;"NORDBY";8.9;0.0;6.7;8.9;0.0;0.0;"6672"
"3412";221;1;0;"ENGLAUG VESTRE";240.9;164.9;27.9;218.3;0.0;22.6;"163274"
"4650";52;14;0;"STØYLEN";0.0;0.0;0.0;0.0;0.0;0.0;"198488"
"3412";222;8;0;"SOLBAKKEN";5.5;1.6;3.1;5.5;0.0;0.0;"6673"
"3412";223;3;0;"ÅDALSSVEA";42.7;17.4;19.5;42.7;0.0;0.0;"163277"
"3412";221;3;0;"NYHUSET";5.6;8.9;6.0;5.6;0.0;0.0;"102596"
"1576";69;84;0;;28.7;0.8;3.3;28.7;0.0;0.0;"238478"
"4650";51;11;38;"DIMMA 38";0.0;0.0;0.0;0.0;0.0;0.0;"123059"
"3118";122;2;0;"BERG VESTRE VERNEOMRÅDE";14.0;443.3;1.6;2.7;0.0;11.3;"241491"
"4647";24;1;0;"HJÆLLE";105.4;456.0;178.2;52.8;1.7;50.9;"186575"
"3412";223;4;0;"EKEBERGSHAUGEN";2.8;5.3;2.5;2.8;0.0;0.0;"6674"
"4647";25;4;0;"RAMSTAD";64.4;288.5;109.0;45.8;0.0;18.6;"209073"
"4647";25;6;0;"RAMSTAD";48.1;142.2;71.2;31.9;0.0;16.2;"186580"
"3412";221;15;0;"SKJØNHAUG";4.9;0.7;3.7;4.9;0.0;0.0;"133274"
"3412";223;6;0;"ÅLSVOLD SØNDRE";11.5;211.1;4.3;11.5;0.0;0.0;"163278"
"4649";264;4;0;"LISTTAU";10.5;8.4;8.3;3.7;4.2;2.6;"97950"
"4647";25;2;0;"RAMSTAD";23.7;70.5;37.2;15.4;3.8;4.5;"186578"
"4647";25;3;0;"RAMSTAD";96.4;227.8;108.5;55.5;8.0;32.9;"186579"
"5044";50;41;0;;139.8;30.9;0.1;139.8;0.0;0.0;"238515"
"3118";116;3;0;"HJELMARK VERNEOMRÅDE";27.1;132.0;0.0;2.8;0.0;24.3;"241490"
"4647";24;3;0;"Hjellestad";0.0;1.2;0.0;0.0;0.0;0.0;"40837"
"3413";98;2;0;"HUSEHAGEN ØSTRE";23.5;14.1;2.2;13.5;0.0;10.0;"210398"
"4647";24;2;0;"HJELLE";64.0;387.1;70.9;56.3;1.3;6.4;"186576"
"3412";224;2;0;"GRINDSTUEN";19.1;2.6;3.6;19.1;0.0;0.0;"6676"
"3412";224;9;0;"AADALEN NORDRE";0.0;91.7;68.5;0.0;0.0;0.0;"163278"
"3413";98;5;0;"VESTJORDET";13.0;0.0;3.7;13.0;0.0;0.0;"6901"
"3413";98;7;0;"SKOGTEIG NR.9 I KOLOM.";0.0;59.2;2.5;0.0;0.0;0.0;"135619"
"4647";25;8;0;"RAMSTAD";33.2;161.2;43.6;8.2;1.9;23.1;"186582"
"4647";25;1;0;"RAMSTAD";53.2;202.4;141.8;37.7;0.0;15.5;"186577"
"3413";98;6;0;"SKOGTEIG NR.13 I TRETM.";0.0;54.8;0.0;0.0;0.0;0.0;"163167"
"4650";77;375;0;"DJUPEGOTEN 1";5.1;0.0;0.0;5.1;0.0;0.0;"41894"
"4650";55;7;0;"FINNVIK";0.0;9.9;7.4;0.0;0.0;0.0;"123087"
"3413";98;11;0;"GRINDVOLD";0.0;0.0;1.9;0.0;0.0;0.0;"6902"
"3413";98;14;0;"GRØNSTAD SKOLE";8.7;0.0;2.5;8.7;0.0;0.0;"6903"
"3413";100;5;0;"KLØVSTAD";15.7;5.6;5.0;15.7;0.0;0.0;"6905"
"3413";101;1;0;"VAAL-ØDEGAARDEN";328.7;1458.4;44.0;325.9;0.0;2.8;"163169"
"4647";25;12;0;"Haugtun";15.5;29.4;1.8;7.6;0.0;7.9;"40838"
"3413";101;5;0;"HOLSMARKEN";7.5;9.6;3.0;0.6;6.9;0.0;"6907"
"3413";98;25;0;"MYHRVOLD. MYRVOLD";1.7;33.9;3.7;1.7;0.0;0.0;"6904"
"4647";26;3;0;"FUREBØ";70.2;184.3;16.3;39.6;0.0;30.6;"186584"
"4650";77;423;0;"DJUPEGOTEN";5.0;1.3;0.0;5.0;0.0;0.0;"41894"
"4650";77;561;0;;0.0;3.6;0.2;0.0;0.0;0.0;"73338"
"4647";26;4;0;"Furrebøhaugen";22.8;131.6;16.6;12.1;0.0;10.7;"40839"
"4647";26;9;0;"Vonheim";9.5;10.0;2.4;4.1;3.7;1.7;"40840"
"3411";816;1;0;"VELDRE ALMENNING";271.6;34063.4;6122.2;237.7;0.0;33.9;"141123"
"3413";102;4;0;"AKSELRUD";6.7;42.6;6.1;4.1;0.0;2.6;"89416"
"4647";26;5;0;"Nygaard";18.3;85.6;13.0;5.4;6.5;6.4;"186585"
"3413";100;8;0;"HEGGELUND II";15.1;0.0;2.7;15.1;0.0;0.0;"137027"
"4651";89;5;0;"NAUSTVOLL";9.2;0.0;1.4;9.2;0.0;0.0;"42297"
"4647";26;1;0;"FUREBØ";104.0;542.3;99.8;76.1;0.0;27.9;"186583"
"3413";98;18;0;"BRÆNDSTYKKETEIG NR.6";0.0;274.8;2.3;0.0;0.0;0.0;"136402"
"3413";100;16;0;"SOLHAUG";0.0;0.0;2.6;0.0;0.0;0.0;"6906"
"3411";817;1;0;"NES ALMENNING";826.8;51226.1;20053.9;250.4;0.0;576.4;"141124"
"3414";35;30;0;"SOLÅS";4.1;0.0;2.8;4.1;0.0;0.0;"7507"
"4651";89;12;0;"MELEIMSHAUG";13.5;2.4;2.9;13.5;0.0;0.0;"112387"
"3414";35;46;0;"Øvre Granerud";0.2;0.0;0.5;0.2;0.0;0.0;"7505"
"3414";36;1;0;"HE";24.7;646.1;70.8;24.7;0.0;0.0;"162699"
"3414";36;4;0;"HE";0.0;377.1;39.8;0.0;0.0;0.0;"204368"
"3414";35;43;0;"MYRVOLL";0.9;0.2;0.0;0.9;0.0;0.0;"7508"
"4647";27;4;0;"TJØNNELAND";33.0;16.8;11.8;7.2;17.3;8.5;"186590"
"3414";35;75;0;"PARSELL 1";0.2;42.2;41.7;0.2;0.0;0.0;"204368"
"4647";27;2;0;"TJØNNELAND";74.1;10.9;12.0;42.5;0.0;31.6;"186588"
"4602";335;2;0;"URHEIM";0.0;24.3;27.5;0.0;0.0;0.0;"40847"
"4651";89;15;0;"VIKSTAD";39.2;40.3;11.0;9.7;0.0;29.5;"42291"
"3414";35;178;0;"KJÆRNVANGEN";0.0;0.1;1.3;0.0;0.0;0.0;"162698"
"3414";35;42;0;"MYRVOLL";7.0;0.3;0.0;7.0;0.0;0.0;"7508"
"3414";36;7;0;"HE";77.8;837.6;113.3;77.8;0.0;0.0;"162701"
"4648";18;21;0;"VONHEIM I";0.1;0.0;0.0;0.1;0.0;0.0;"41163"
"4648";21;11;0;"SENNESET";0.0;0.0;0.6;0.0;0.0;0.0;"104737"
"4602";335;1;0;"FÆRESTRAND";4.5;15.1;115.9;0.0;0.0;4.5;"41448"
"3911";5;1;0;"SMIDSRØD MELLEM";176.8;1.5;31.5;176.8;0.0;0.0;"24521"
"4650";77;374;0;"NORDFJORDHEIMEN1";0.0;0.0;0.3;0.0;0.0;0.0;"41894"
"4650";77;387;0;"NORDFJORDHEIMEN2";0.0;0.0;7.0;0.0;0.0;0.0;"41894"
"4650";77;571;0;;0.0;0.0;0.4;0.0;0.0;0.0;"73338"
"4650";77;386;0;"NORDFJORDHEIMEN";0.0;0.0;7.8;0.0;0.0;0.0;"41894"
"4647";27;3;0;"TJØNNELAND";117.1;9.8;15.1;51.7;0.0;65.4;"186589"
"4602";335;4;0;"TUNHEIM";0.1;0.0;0.0;0.0;0.0;0.1;"41448"
"4602";336;1;0;"VAAGE";0.0;7.9;20.3;0.0;0.0;0.0;"41449"
"4651";90;1;0;"SOLHEIM";88.5;357.1;56.7;62.0;0.0;26.5;"154817"
"4602";336;3;0;"VAAGE";6.0;17.5;3.4;3.7;2.3;0.0;"41450"
"4602";336;2;0;"VAAGE";5.5;12.4;22.2;0.1;5.4;0.0;"40851"
"3414";36;9;0;"VANDEVJEN";42.8;15.9;7.5;42.8;0.0;0.0;"101181"
"4602";336;8;0;"VAAGE";8.8;0.7;16.6;0.0;3.0;5.8;"41453"
"4602";335;3;0;"AKERHEIM";5.1;19.3;155.9;0.0;0.0;5.1;"40850"
"3414";36;11;0;"Hesbråtån";13.0;2.7;5.0;13.0;0.0;0.0;"7510"
"3414";36;8;0;"Knapåsen";0.0;201.8;20.0;0.0;0.0;0.0;"204368"
"4602";336;4;0;"HAUGEN";1.8;0.0;9.1;1.8;0.0;0.0;"41451"
"4602";336;13;0;"GRAVDAL";0.0;6.9;15.9;0.0;0.0;0.0;"41454"
"3911";7;1;0;"SMEDSRØD ØSTRE";163.1;0.0;32.9;163.1;0.0;0.0;"24522"
"3414";37;1;0;"KRATTEBØL";220.2;2069.1;33.4;220.2;0.0;0.0;"162703"
"4602";336;9;0;"VAAGE";0.0;0.2;1.1;0.0;0.0;0.0;"40852"
"4602";336;19;0;"DEMMEHAUGEN";0.0;10.1;15.4;0.0;0.0;0.0;"41457"
"3414";36;16;0;"Bråtåskogen";0.0;83.4;35.5;0.0;0.0;0.0;"204368"
"4651";91;9;0;"OSNÆS";22.7;0.0;0.0;22.4;0.0;0.3;"42299"
"3414";37;5;0;"BRENNA";32.3;255.2;8.7;32.3;0.0;0.0;"162704"
"4651";93;1;0;"HAAHEIM";139.7;537.1;226.3;38.7;0.0;101.0;"148948"
"3911";8;5;0;"ENGAN";48.6;0.1;1.7;48.6;0.0;0.0;"24521"
"4651";95;1;0;"Gjerde";140.6;225.3;29.8;76.7;0.0;63.9;"148950"
"4602";336;30;0;"NYBORG";0.0;7.6;15.6;0.0;0.0;0.0;"41460"
"3911";10;1;0;"LUNDEN 2";10.9;1.8;2.8;10.9;0.0;0.0;"24524"
"4651";96;8;0;"FRITUN";39.6;35.0;5.0;19.6;0.0;20.0;"207155"
"4651";134;9;0;"BRATTEKVIEN";0.0;0.5;0.0;0.0;0.0;0.0;"42380"
"4651";96;18;0;;3.3;6.9;0.2;3.3;0.0;0.0;"207155"
"4651";96;5;0;"OSPELUND";25.1;104.9;11.4;12.7;0.0;12.4;"42268"
"4651";134;19;0;"LUNHEIM";2.2;5.6;0.2;2.2;0.0;0.0;"137458"
"3911";10;4;0;"ØRE NORDRE";32.0;0.0;8.3;28.3;0.0;3.7;"84780"
"3911";10;34;0;"MUNKEREKKEN BADEPLASS";0.0;0.0;15.9;0.0;0.0;0.0;"85969"
"4651";96;4;0;"SUNDE";90.3;130.7;21.3;62.3;7.8;20.2;"148951"
"4651";135;3;0;"HAGEBERG";0.0;0.8;5.9;0.0;0.0;0.0;"42382"
"4602";336;14;0;"VOLDSÆT";3.3;2.6;6.9;1.7;1.2;0.4;"41455"
"4651";96;3;0;"SUNDE";142.6;217.2;18.2;68.1;0.0;74.5;"207154"
"4651";93;2;0;"HAAHJIM";55.9;444.6;46.9;32.7;0.0;23.2;"148949"
"4602";336;21;0;"VÅNINGSBAKKEN";0.0;4.9;5.9;0.0;0.0;0.0;"41458"
"3411";690;1;0;"GAASKVERN";16.5;20.8;30.7;16.5;0.0;0.0;"6274"
"4651";137;2;0;"STENSAKER";29.6;141.2;159.0;6.4;3.9;19.3;"137464"
"4651";135;1;0;"HATLEIM";104.6;126.1;58.6;33.6;13.2;57.8;"137460"
"5503";97;56;0;"NYHEIM";6.0;0.0;1.7;1.0;4.7;0.3;"115333"
"3411";690;12;0;"LUNDBY BRUK IV";16.5;8.3;10.1;16.5;0.0;0.0;"145763"
"4651";135;4;0;"EDLAND";30.5;12.8;13.9;11.6;7.3;11.6;"137461"
"4651";135;6;0;"STRANDLY";0.0;2.5;18.4;0.0;0.0;0.0;"80777"
"4651";136;2;0;"NYTUN";7.0;6.8;21.8;0.0;7.0;0.0;"114022"
"3411";691;1;0;"GRÆSBY";206.0;21.6;23.6;109.2;0.0;96.8;"210715"
"4651";137;1;0;"STENSAKER";67.6;187.0;234.3;5.1;8.9;53.6;"137463"
"4602";336;34;0;"MYREN";1.8;7.6;4.4;0.0;1.8;0.0;"41462"
"4602";336;37;0;"SUDVOLL";24.5;0.0;4.3;13.8;3.7;7.0;"112314"
"5503";97;57;0;"STRANDBAKK";0.9;0.0;1.2;0.9;0.0;0.0;"63242"
"4602";336;33;0;"SOLBAKKEN";2.0;1.2;2.4;0.0;0.0;2.0;"41461"
"4602";336;40;0;"HEIMEN";1.8;11.6;0.6;0.8;1.0;0.0;"40855"
"3911";13;8;0;"TANSTAD ØVRE/HERSTADVEIEN 24";12.9;3.0;5.9;12.9;0.0;0.0;"24528"
"3911";13;2;0;"FREDHEIM";25.9;5.3;5.3;25.9;0.0;0.0;"24527"
"3911";12;1;0;"SOLHEIM";136.9;9.5;7.7;136.9;0.0;0.0;"24525"
"5503";97;82;0;"KORSNES";3.9;2.0;4.8;0.0;2.3;1.6;"120906"
"4647";66;3;0;"Stranden";1.4;144.7;32.6;0.0;0.0;1.4;"186493"
"3411";691;2;0;"SLÅTSVEEN";5.4;24.2;6.1;4.2;0.0;1.2;"163537"
"4602";336;44;0;"VIKEN";0.0;4.6;11.4;0.0;0.0;0.0;"41460"
"5503";97;59;0;"FLATMO";0.6;0.0;0.9;0.4;0.2;0.0;"115333"
"3411";691;5;0;"GRÆSBY NORDRE";96.0;19.6;9.2;76.7;0.0;19.3;"76078"
"3911";13;1;0;"TANDSTAD ØVRE";23.8;0.0;6.1;23.8;0.0;0.0;"24526"
"3411";691;6;0;"NYBORG";27.2;3.1;1.6;3.4;0.0;23.8;"129904"
"5503";98;4;0;"ALVESTAD";16.8;51.4;13.1;0.4;2.8;13.6;"151337"
"5503";98;6;0;"ALVESTAD";20.9;33.5;29.2;8.6;8.6;3.7;"98084"
"5503";97;121;0;;2.8;0.0;1.0;1.7;1.1;0.0;"241346"
"5503";98;8;0;"ALVESTAD";13.1;85.1;40.2;4.8;2.8;5.5;"128888"
"5503";98;3;0;"ALVESTAD";13.6;44.3;14.5;1.6;4.1;7.9;"63245"
"3411";692;7;0;"STENBERGLØKKEN";16.2;4.4;0.6;9.6;0.0;6.6;"117489"
"5503";98;1;0;"ALVESTAD";20.3;77.6;35.6;3.3;5.6;11.4;"63244"
"5503";98;7;0;"ALVESTAD";4.8;138.8;95.0;0.0;1.4;3.4;"63246"
"5503";97;91;0;"BAKKELY";4.6;0.0;1.6;4.6;0.0;0.0;"241342"
"5503";98;2;0;"ALVESTAD";12.7;28.4;22.3;1.0;5.5;6.2;"128887"
"5503";98;5;0;"ALVESTAD";13.2;47.7;17.5;12.4;0.0;0.8;"63246"
"4647";66;4;0;"Furevik";0.0;221.4;100.8;0.0;0.0;0.0;"186488"
"5503";98;24;0;"SOLLUND";9.3;0.0;0.3;1.5;5.5;2.3;"105892"
"5503";98;9;0;"NERGÅRD";7.1;0.1;1.9;1.9;3.5;1.7;"128888"
"5503";98;20;0;"VINDNESS";5.6;0.0;8.4;0.0;5.6;0.0;"105890"
"5503";98;21;0;"VIKA";3.3;0.0;2.5;1.2;2.1;0.0;"105891"
"4647";66;6;0;"Aarevik";1.4;101.5;196.5;1.3;0.0;0.1;"186495"
"4648";43;2;0;"HUS YTRE";47.8;0.6;7.4;7.4;8.9;31.5;"40649"
"3911";13;58;0;"BEKKEVOLD";11.0;0.0;0.0;11.0;0.0;0.0;"107524"
"3412";47;3;0;"NORDBERG";20.1;1.0;3.0;20.1;0.0;0.0;"6555"
"3411";693;1;0;"ALMERUD";100.5;62.0;8.9;65.3;0.0;35.2;"5847"
"4647";66;5;0;"Indrebotnen";3.8;90.9;98.6;0.0;0.0;3.8;"186494"
"4647";66;7;0;"Slaatten";19.6;118.3;80.5;0.0;9.8;9.8;"186496"
"4648";43;3;0;"HUS YTRE";41.7;20.8;3.8;2.8;21.5;17.4;"40650"
"3412";47;1;0;"TRÆTTEBERG";245.7;184.0;14.4;245.5;0.0;0.2;"163332"
"4648";45;1;0;"MYKLEBUST";28.1;878.9;882.3;22.9;1.9;3.3;"40586"
"4648";45;7;0;"MYKLEBUST";4.3;5.4;11.2;0.9;3.4;0.0;"104740"
"5503";98;25;0;"SOLBAKKEN II";4.2;0.0;0.0;0.0;0.0;4.2;"241351"
"4648";45;3;0;"VIKEN";49.5;272.5;402.5;31.7;1.2;16.6;"40587"
"3412";47;2;0;"TRÆTTEBERGSEIET";22.4;2.7;4.4;22.4;0.0;0.0;"6554"
"4648";45;4;0;"MYKLEBUST";4.4;199.5;430.3;4.4;0.0;0.0;"40587"
"4648";45;8;0;"MYKLEBUST";7.0;257.0;271.7;0.0;6.9;0.1;"88615"
"4648";45;5;0;"MYKLEBUST I";20.6;872.5;678.3;20.6;0.0;0.0;"40588"
"4648";47;1;0;"MULLIEN";18.4;0.0;0.0;0.0;1.9;16.5;"104741"
"5503";98;32;0;"SJØTUN";0.0;0.0;0.3;0.0;0.0;0.0;"128888"
"3911";13;91;0;"LIE 2";1.3;0.0;0.7;1.3;0.0;0.0;"24529"
"4648";47;4;0;"GJELLENE";18.8;0.0;0.0;4.0;13.8;1.0;"41227"
"3911";132;3;0;"VESTRE BOLÆREN";0.0;279.0;176.9;0.0;0.0;0.0;"85969"
"4648";46;1;0;"POLLEN";34.8;435.3;498.5;30.6;4.2;0.0;"40589"
"4648";46;3;0;"FREDHEIM";1.4;0.0;123.0;0.0;1.4;0.0;"41226"
"5503";98;41;0;"NORGÅRD II";0.2;0.0;1.7;0.0;0.0;0.2;"102135"
"3412";48;4;0;"PETTERSHEIM";14.2;0.0;6.0;14.2;0.0;0.0;"6556"
"3412";48;5;0;"GRANHØI";2.6;0.0;1.2;2.6;0.0;0.0;"6557"
"3412";51;3;0;"VESTERENGEN";10.1;10.5;2.7;10.1;0.0;0.0;"6559"
"4648";47;5;0;"MULEN";0.0;0.0;5.5;0.0;0.0;0.0;"104742"
"4651";20;1;0;"HJELLE";67.6;256.2;59.7;67.5;0.0;0.1;"73369"
"4648";48;1;0;"MULEHAVN";24.3;393.6;565.9;9.3;14.3;0.7;"41228"
"3412";49;1;0;"KVÆSTAD";164.2;18.9;15.3;164.2;0.0;0.0;"163334"
"3412";48;1;0;"IGULSTAD M.BRENNSÆTERLØKKEN";197.0;89.2;17.1;197.0;0.0;0.0;"163333"
"3412";52;1;0;"DOTTERUD";283.0;8.9;49.1;205.2;0.0;77.8;"163337"
"3911";211;78;0;"GRANHØI";0.0;0.1;0.2;0.0;0.0;0.0;"24315"
"4648";49;4;0;"SØRGULEN";29.0;240.5;403.5;7.3;7.4;14.3;"40593"
"4648";49;2;0;"SØRGULEN";40.4;228.4;39.6;17.1;0.0;23.3;"41229"
"4651";20;5;0;"HJELLE";105.3;331.4;272.2;65.8;0.0;39.5;"118949"
"4648";48;2;0;"MULEHAVNNES";8.0;0.3;3.6;0.0;1.5;6.5;"124526"
"3412";51;5;0;"HOVINDHAGEN";6.7;0.0;2.9;6.7;0.0;0.0;"6560"
"3412";54;1;0;"MOEN";15.6;33.1;3.0;15.6;0.0;0.0;"163339"
"3412";56;1;0;"KVINKHOLEN";38.3;18.5;0.4;36.1;0.0;2.2;"6562"
"4651";20;9;0;"ENGEBØ";12.6;0.7;1.2;12.6;0.0;0.0;"77001"
"3412";57;1;0;"KVINKHOLEN VESTRE";51.3;4.6;4.9;46.1;0.0;5.2;"6562"
"4648";49;5;0;"SØRGULEN";126.5;825.8;669.8;52.3;4.0;70.2;"96413"
"3911";211;86;0;"BUSTANGÅSEN";0.0;23.0;13.4;0.0;0.0;0.0;"24316"
"3412";53;1;0;"HALSTENSHOV";240.8;69.2;25.6;197.5;0.0;43.3;"163338"
"4648";49;3;0;"SØRGULEN";84.1;607.3;650.5;17.2;20.0;46.9;"40592"
"3401";67;24;0;"AASERUD";9.5;12.1;4.5;9.5;0.0;0.0;"164540"
"3401";67;31;0;"ÅSHEIM";5.3;0.3;7.7;0.0;5.3;0.0;"164529"
"4648";49;7;0;"HEIMTUN";95.3;219.0;330.6;44.7;0.0;50.6;"40594"
"3412";61;1;0;"VESTGAARD";135.6;28.2;12.2;113.4;0.0;22.2;"163343"
"3412";61;2;0;"RYDNINGEN";11.6;5.8;1.5;11.6;0.0;0.0;"163355"
"3911";211;168;0;"STABBURET";0.0;1.3;0.3;0.0;0.0;0.0;"24315"
"4651";20;2;0;"HJELLE";85.0;303.2;100.2;72.0;0.0;13.0;"127509"
"3412";55;1;0;"KORSBAKKEN";33.7;3.6;7.7;33.7;0.0;0.0;"153740"
"3412";58;1;0;"TOM";23.2;96.5;1.6;23.2;0.0;0.0;"163340"
"3401";67;18;0;"BRENNA";0.0;804.5;34.4;0.0;0.0;0.0;"95929"
"4227";10;48;0;"FEDA";0.0;0.0;0.0;0.0;0.0;0.0;"84800"
"3911";212;4;0;"MAAGERØ";0.0;16.0;31.7;0.0;0.0;0.0;"120695"
"3401";67;30;0;"AASERUD";35.2;656.6;45.8;33.1;0.0;2.1;"164528"
"4651";20;22;0;"HAGELUND";4.3;0.0;0.5;4.3;0.0;0.0;"42179"
"3412";61;3;0;"NORDLI";69.6;9.6;3.4;69.6;0.0;0.0;"163355"
"3401";67;34;0;"MYHRVOLD";3.4;12.9;2.9;3.4;0.0;0.0;"164530"
"4651";20;10;0;"HAUGEN";4.9;5.1;1.6;4.9;0.0;0.0;"127510"
"4651";20;14;0;"HAGETUN";0.0;0.0;0.9;0.0;0.0;0.0;"42178"
"4651";20;18;0;"BUSTAD";3.4;12.3;0.0;3.4;0.0;0.0;"104661"
"3401";67;39;0;"AASERUD";71.8;600.4;137.1;71.8;0.0;0.0;"206524"
"3401";67;32;0;"SKULLERUDSETERVANGEN";9.4;17.5;2.9;6.5;1.3;1.6;"5458"
"4648";50;2;0;"HJELLEN";11.8;73.1;253.1;0.0;0.0;11.8;"41230"
"4651";163;15;0;"SOLSTRAND";0.0;0.8;1.4;0.0;0.0;0.0;"80735"
"3401";67;36;0;"AASERUD";6.4;37.3;4.0;6.4;0.0;0.0;"164532"
"3401";67;38;0;"SOLHAUG";11.8;11.5;11.3;11.8;0.0;0.0;"164533"
"4648";52;2;0;"BOTNEN NORDRE";143.7;191.8;312.0;45.1;12.5;86.1;"112464"
"3401";67;44;0;"NYTORPET";24.8;138.7;6.2;16.5;0.0;8.3;"164535"
"3401";67;53;0;"VARILDLIEN";7.3;83.7;0.9;7.3;0.0;0.0;"195844"
"3401";67;56;0;"Skogteig nr. 2";0.0;861.5;12.4;0.0;0.0;0.0;"206524"
"3401";67;63;0;"ENGELSRUD";2.3;25.3;1.6;0.0;0.0;2.3;"85346"
"3401";67;46;0;"VARILDENGEN";0.0;132.5;185.8;0.0;0.0;0.0;"235737"
"3401";67;84;0;"SOLBAKKEN";0.0;0.2;0.0;0.0;0.0;0.0;"235737"
"4651";164;1;0;"MOLUM";19.7;34.5;0.0;3.3;7.8;8.6;"207149"
"4648";52;1;0;"BOTNEN NORDRE";35.4;54.8;33.0;3.7;2.8;28.9;"97141"
